komentar,predicted_label,confidence
Yang bikin kesel mode ranked cukup mengecewakan karena banyak AFK.,negatif,0.8044
Dari sisi gameplay aplikasi ini tidak terlalu beda buat game mobile.,netral,0.9286
Jujur aja game ini cukup menyenangkan apalagi kalau mabar.,netral,0.7456
Terus terang game ini cukup mengecewakan karena banyak AFK.,netral,0.7489
Menurutku Mobile Legends bikin betah main buat hiburan.,netral,0.8417
Dari sisi gameplay aplikasi ini cukup standar tergantung pemainnya.,netral,0.9285
Secara umum game ini punya kelebihan dan kekurangan buat game mobile.,netral,0.9271
Dari sisi gameplay game ini mirip MOBA lain tergantung pemainnya.,netral,0.932
Terus terang matchmaking terlalu bikin stres dari sistemnya.,negatif,0.7636
Secara umum game ini mirip MOBA lain buat game mobile.,netral,0.928
Terus terang ML kurang adil dari sistemnya.,negatif,0.5458
Sejauh ini game ini bikin betah main tanpa harus serius.,netral,0.9172
Menurutku game ini bikin betah main apalagi kalau mabar.,positif,0.6776
Yang bikin kesel Mobile Legends banyak masalah karena banyak AFK.,negatif,0.8505
Menurutku MLBB terasa kompetitif di waktu senggang.,netral,0.7814
Sejauh ini ML kurang adil karena tim random.,netral,0.6867
Secara umum ML tidak terlalu beda secara keseluruhan.,netral,0.8928
Sejauh ini Mobile Legends lumayan stabil buat game mobile.,netral,0.9249
Menurutku ML tidak terlalu beda kalau dimainkan santai.,netral,0.9128
Overall Mobile Legends terasa kompetitif di waktu senggang.,positif,0.544
