komentar,predicted_label,confidence
"Selama pakai aplikasi ini sistem di ML, banyak hero yang bisa dicoba, kurang cocok kalau lagi capek.",netral,0.9372
"Kalau dilihat sekarang sistem di ML, pengalaman main beda tiap match, kurang cocok kalau lagi capek.",netral,0.9336
"Terus terang ML, kadang ketemu tim enak, balik lagi ke preferensi masing-masing.",netral,0.9081
"Sebagai solo player game MOBA ini, skill individu tetap penting, tergantung lawan yang didapat.",netral,0.9385
"Dari dulu sampai sekarang Mobile Legends, butuh koneksi internet stabil, bisa bikin lupa waktu.",netral,0.9303
"Kalau push rank aplikasi Mobile Legends, skill individu tetap penting, tergantung mood pas main.",netral,0.9341
"Kalau dilihat sekarang aplikasi Mobile Legends, kadang juga ketemu pemain aneh, masih oke buat dimainkan.",netral,0.936
"Kalau mabar game Mobile Legends Bang Bang, banyak hero yang bisa dicoba, tergantung lawan yang didapat.",netral,0.9367
"Dari dulu sampai sekarang sistem di ML, meta sering berubah, tergantung lawan yang didapat.",netral,0.9308
"Sejauh ini aplikasi Mobile Legends, kadang ketemu tim enak, balik lagi ke preferensi masing-masing.",netral,0.9385
"Setelah update kemarin aplikasi Mobile Legends, update-nya cukup sering, kadang bikin emosi juga.",netral,0.9268
"Dari sisi pemain lama aplikasi Mobile Legends, event datang silih berganti, tergantung cara main masing-masing.",netral,0.9374
"Overall mode classic, hasil permainan sangat tergantung tim, tergantung mood pas main.",netral,0.4715
"Terus terang mode ranked, kadang juga ketemu pemain aneh, lebih enak kalau bareng temen.",netral,0.9275
"Pas nyobain lagi game MOBA ini, banyak hero yang bisa dicoba, tidak selalu sesuai ekspektasi.",netral,0.9342
"Menurutku ML, kadang juga ketemu pemain aneh, kurang cocok kalau lagi capek.",netral,0.9248
"Sejauh ini game MOBA ini, update-nya cukup sering, lebih enak kalau bareng temen.",netral,0.9357
"Sebagai player casual Mobile Legends, permainannya terasa kompetitif, masih oke buat dimainkan.",netral,0.9309
"Setelah update kemarin Mobile Legends, skill individu tetap penting, jadi kadang seru kadang bikin kesel.",netral,0.9331
"Beberapa hari main mode classic, hasil permainan sangat tergantung tim, balik lagi ke preferensi masing-masing.",netral,0.9351
"Jujur aja sistem di ML, update-nya cukup sering, kurang cocok kalau lagi capek.",netral,0.9135
"Pas nyobain lagi Mobile Legends, kadang juga ketemu pemain aneh, jadi kadang seru kadang bikin kesel.",netral,0.8961
"Kalau dilihat sekarang game ini, hasil permainan sangat tergantung tim, rasanya standar untuk game MOBA.",netral,0.9379
"Kalau push rank MLBB, gameplay-nya khas MOBA mobile, rasanya standar untuk game MOBA.",netral,0.9335
"Sebagai solo player mode ranked, kadang ketemu tim enak, cukup buat ngisi waktu luang.",netral,0.9348
"Beberapa hari main aplikasi Mobile Legends, permainannya terasa kompetitif, kurang cocok kalau lagi capek.",netral,0.9109
"Terus terang sistem di ML, update-nya cukup sering, kurang cocok kalau lagi capek.",netral,0.7846
"Beberapa hari main game MOBA ini, permainannya terasa kompetitif, rasanya standar untuk game MOBA.",netral,0.9324
"Beberapa hari main aplikasi Mobile Legends, gameplay-nya khas MOBA mobile, lumayan buat hiburan.",netral,0.878
"Buatku pribadi sistem di ML, permainannya terasa kompetitif, bisa bikin lupa waktu.",netral,0.9314
"Selama pakai aplikasi ini mode ranked, kadang juga ketemu pemain aneh, lumayan buat hiburan.",netral,0.9369
"Beberapa hari main mode classic, permainannya terasa kompetitif, rasanya standar untuk game MOBA.",netral,0.9155
"Dari dulu sampai sekarang game ini, update-nya cukup sering, kurang cocok kalau lagi capek.",netral,0.9325
"Sejauh ini MLBB, banyak juga player lama, balik lagi ke preferensi masing-masing.",netral,0.9387
"Kalau main lama-lama MLBB, kadang ketemu tim enak, ya kurang lebih seperti itu.",netral,0.906
"Beberapa hari main mode ranked, komunitasnya rame, lebih enak kalau bareng temen.",positif,0.8675
"Sebagai solo player Mobile Legends, kontrolnya cukup responsif, jadi kadang seru kadang bikin kesel.",netral,0.9342
"Buatku pribadi sistem di ML, meta sering berubah, cukup buat ngisi waktu luang.",netral,0.9327
"Sejauh ini mode classic, pengalaman main beda tiap match, kadang pengen lanjut kadang pengen stop.",netral,0.9322
"Menurutku mode ranked, meta sering berubah, bisa bikin lupa waktu.",netral,0.9227
"Kalau dilihat sekarang Mobile Legends, kerja sama tim jadi faktor utama, lebih enak kalau bareng temen.",netral,0.9379
"Setelah update kemarin aplikasi Mobile Legends, sering ketemu pemain baru, masih oke buat dimainkan.",netral,0.9333
"Kalau main lama-lama game MOBA ini, sering ketemu pemain baru, tidak selalu sesuai ekspektasi.",netral,0.9321
"Kalau dari pengalamanku aplikasi Mobile Legends, grafisnya masih oke di HP sekarang, kadang pengen lanjut kadang pengen stop.",netral,0.9324
"Kalau dilihat sekarang sistem di ML, banyak juga player lama, tergantung lawan yang didapat.",netral,0.935
"Kalau main lama-lama game ini, kadang juga ketemu pemain aneh, jadi kadang seru kadang bikin kesel.",netral,0.9248
"Sebagai player casual sistem di ML, match-nya kadang cepat kadang lama, jadi kadang seru kadang bikin kesel.",netral,0.9273
"Yang aku rasain game Mobile Legends Bang Bang, ping sangat berpengaruh ke gameplay, bisa bikin lupa waktu.",netral,0.9316
"Kalau dari pengalamanku Mobile Legends, event datang silih berganti, kadang bikin emosi juga.",netral,0.929
"Dari dulu sampai sekarang MLBB, kadang ketemu tim enak, cukup buat ngisi waktu luang.",netral,0.9312
"Overall MLBB, kontrolnya cukup responsif, lumayan buat hiburan.",positif,0.9034
"Sejauh ini ML, kerja sama tim jadi faktor utama, ya kurang lebih seperti itu.",netral,0.9365
"Selama pakai aplikasi ini game MOBA ini, permainannya terasa kompetitif, bisa bikin lupa waktu.",netral,0.9328
"Dari dulu sampai sekarang ML, kerja sama tim jadi faktor utama, lumayan buat hiburan.",netral,0.9322
"Jujur aja game ini, kerja sama tim jadi faktor utama, hasilnya sering ga bisa ditebak.",netral,0.9306
"Yang aku rasain mode ranked, kontrolnya cukup responsif, bisa bikin betah lama-lama.",netral,0.8783
"Kalau mabar ML, butuh koneksi internet stabil, tergantung mood pas main.",positif,0.4538
"Kalau dilihat sekarang game MOBA ini, sering ketemu pemain baru, balik lagi ke preferensi masing-masing.",netral,0.938
"Terus terang game MOBA ini, gameplay-nya khas MOBA mobile, ya kurang lebih seperti itu.",netral,0.9343
"Jujur aja mode classic, permainannya terasa kompetitif, bisa bikin betah lama-lama.",netral,0.8047
"Kalau push rank game Mobile Legends Bang Bang, permainannya terasa kompetitif, kurang cocok kalau lagi capek.",netral,0.9325
"Kalau main lama-lama MLBB, match-nya kadang cepat kadang lama, bisa dinikmati kalau santai.",netral,0.852
"Yang aku rasain mode ranked, grafisnya masih oke di HP sekarang, kadang pengen lanjut kadang pengen stop.",netral,0.9195
"Sebagai player casual game ini, komunitasnya rame, lebih enak kalau bareng temen.",netral,0.9331
"Jujur aja MLBB, banyak juga player lama, bisa dinikmati kalau santai.",netral,0.9354
"Kalau mabar Mobile Legends, skill individu tetap penting, tergantung cara main masing-masing.",netral,0.9345
"Setelah update kemarin aplikasi Mobile Legends, kerja sama tim jadi faktor utama, tergantung mood pas main.",netral,0.9246
"Sejauh ini game MOBA ini, sering ketemu pemain baru, bisa dinikmati kalau santai.",netral,0.9346
"Yang aku rasain mode classic, meta sering berubah, bisa bikin betah lama-lama.",netral,0.9275
"Kalau mabar game Mobile Legends Bang Bang, banyak juga player lama, kurang cocok kalau lagi capek.",netral,0.9055
"Sebagai player casual sistem di ML, banyak hero yang bisa dicoba, hasilnya sering ga bisa ditebak.",netral,0.9358
"Kalau dari pengalamanku Mobile Legends, banyak juga player lama, bisa dinikmati kalau santai.",netral,0.9363
"Kalau push rank sistem di ML, sering ketemu pemain baru, rasanya standar untuk game MOBA.",netral,0.9353
"Yang aku rasain sistem di ML, hasil permainan sangat tergantung tim, rasanya standar untuk game MOBA.",netral,0.9386
"Selama pakai aplikasi ini mode classic, pengalaman main beda tiap match, masih oke buat dimainkan.",netral,0.9369
"Kalau push rank mode ranked, hasil permainan sangat tergantung tim, tidak selalu sesuai ekspektasi.",netral,0.9313
"Menurutku sistem di ML, gameplay-nya khas MOBA mobile, bisa bikin betah lama-lama.",netral,0.9296
"Kalau dari pengalamanku aplikasi Mobile Legends, permainannya terasa kompetitif, kurang cocok kalau lagi capek.",netral,0.9338
"Kalau main lama-lama aplikasi Mobile Legends, kerja sama tim jadi faktor utama, lebih enak kalau bareng temen.",netral,0.9321
"Sebagai solo player MLBB, ping sangat berpengaruh ke gameplay, tergantung cara main masing-masing.",netral,0.9388
"Yang aku rasain game Mobile Legends Bang Bang, ping sangat berpengaruh ke gameplay, lebih enak kalau bareng temen.",netral,0.9382
"Buatku pribadi game Mobile Legends Bang Bang, kadang ketemu tim enak, kadang bikin emosi juga.",netral,0.9317
"Menurutku game MOBA ini, kadang ketemu tim enak, bisa dinikmati kalau santai.",netral,0.9358
"Terus terang game MOBA ini, sering ketemu pemain baru, lebih enak kalau bareng temen.",netral,0.9341
"Dari sisi pemain lama game MOBA ini, komunitasnya rame, tidak selalu sesuai ekspektasi.",netral,0.936
"Dari sisi pemain lama sistem di ML, kadang juga ketemu pemain aneh, tidak selalu sesuai ekspektasi.",netral,0.9333
"Selama pakai aplikasi ini MLBB, sering ketemu pemain baru, bisa dinikmati kalau santai.",netral,0.9348
"Beberapa hari main mode classic, permainannya terasa kompetitif, tergantung mood pas main.",positif,0.6683
"Sejauh ini Mobile Legends, kontrolnya cukup responsif, lebih enak kalau bareng temen.",netral,0.9365
"Beberapa hari main mode classic, meta sering berubah, rasanya standar untuk game MOBA.",netral,0.9305
"Kalau dari pengalamanku mode ranked, banyak hero yang bisa dicoba, hasilnya sering ga bisa ditebak.",netral,0.9351
"Beberapa hari main game Mobile Legends Bang Bang, grafisnya masih oke di HP sekarang, bisa dinikmati kalau santai.",netral,0.9265
"Sejauh ini MLBB, meta sering berubah, balik lagi ke preferensi masing-masing.",netral,0.9392
"Selama pakai aplikasi ini ML, pengalaman main beda tiap match, masih oke buat dimainkan.",netral,0.9375
"Kalau push rank game ini, grafisnya masih oke di HP sekarang, rasanya standar untuk game MOBA.",netral,0.9368
"Dari dulu sampai sekarang ML, meta sering berubah, bisa bikin betah lama-lama.",netral,0.9282
"Yang aku rasain ML, hasil permainan sangat tergantung tim, ya kurang lebih seperti itu.",netral,0.9375
"Pas nyobain lagi game MOBA ini, pengalaman main beda tiap match, balik lagi ke preferensi masing-masing.",netral,0.9333
"Selama pakai aplikasi ini mode classic, komunitasnya rame, ya kurang lebih seperti itu.",netral,0.9359
"Dari sisi pemain lama mode classic, skill individu tetap penting, bisa dinikmati kalau santai.",netral,0.9376
"Kalau dilihat sekarang aplikasi Mobile Legends, gameplay-nya khas MOBA mobile, ga selalu mulus tiap match.",netral,0.9356
"Kalau main lama-lama mode ranked, meta sering berubah, tergantung cara main masing-masing.",netral,0.9284
"Dari dulu sampai sekarang ML, gameplay-nya khas MOBA mobile, kadang bikin emosi juga.",netral,0.9321
"Beberapa hari main ML, kadang ketemu tim enak, jadi kadang seru kadang bikin kesel.",netral,0.6952
"Sebagai player casual sistem di ML, butuh koneksi internet stabil, tidak selalu sesuai ekspektasi.",netral,0.937
"Yang aku rasain Mobile Legends, gameplay-nya khas MOBA mobile, kadang pengen lanjut kadang pengen stop.",netral,0.9269
"Yang aku rasain game ini, sering ketemu pemain baru, bisa dinikmati kalau santai.",netral,0.9343
"Dari sisi pemain lama sistem di ML, kerja sama tim jadi faktor utama, tergantung lawan yang didapat.",netral,0.9332
"Buatku pribadi game ini, kadang ketemu tim enak, masih oke buat dimainkan.",netral,0.9358
"Terus terang mode classic, match-nya kadang cepat kadang lama, tergantung cara main masing-masing.",netral,0.9248
"Kalau dilihat sekarang game ini, update-nya cukup sering, jadi kadang seru kadang bikin kesel.",netral,0.9332
"Sejauh ini game MOBA ini, ping sangat berpengaruh ke gameplay, jadi kadang seru kadang bikin kesel.",netral,0.9338
"Dari sisi pemain lama mode ranked, hasil permainan sangat tergantung tim, bisa bikin lupa waktu.",netral,0.9306
"Kalau main lama-lama sistem di ML, pengalaman main beda tiap match, tergantung cara main masing-masing.",netral,0.9321
"Beberapa hari main MLBB, skill individu tetap penting, kurang cocok kalau lagi capek.",netral,0.881
"Sejauh ini game ini, meta sering berubah, bisa bikin betah lama-lama.",netral,0.935
"Pas nyobain lagi game ini, kontrolnya cukup responsif, ga selalu mulus tiap match.",netral,0.8704
"Dari dulu sampai sekarang ML, sering ketemu pemain baru, ga selalu mulus tiap match.",netral,0.9279
"Jujur aja sistem di ML, hasil permainan sangat tergantung tim, hasilnya sering ga bisa ditebak.",netral,0.9303
"Beberapa hari main game ini, gameplay-nya khas MOBA mobile, rasanya standar untuk game MOBA.",netral,0.9327
"Sejauh ini aplikasi Mobile Legends, butuh koneksi internet stabil, kadang pengen lanjut kadang pengen stop.",netral,0.9336
"Sejauh ini sistem di ML, kerja sama tim jadi faktor utama, lebih enak kalau bareng temen.",netral,0.9379
"Kalau dilihat sekarang game ini, komunitasnya rame, balik lagi ke preferensi masing-masing.",netral,0.9386
"Menurutku mode classic, kadang ketemu tim enak, ga selalu mulus tiap match.",netral,0.9342
"Kalau dilihat sekarang game Mobile Legends Bang Bang, update-nya cukup sering, kurang cocok kalau lagi capek.",netral,0.9353
"Kalau dari pengalamanku aplikasi Mobile Legends, update-nya cukup sering, cukup buat ngisi waktu luang.",netral,0.9344
"Buatku pribadi ML, match-nya kadang cepat kadang lama, tergantung cara main masing-masing.",netral,0.9367
"Setelah update kemarin aplikasi Mobile Legends, kadang ketemu tim enak, jadi kadang seru kadang bikin kesel.",netral,0.9276
"Jujur aja mode ranked, hasil permainan sangat tergantung tim, cukup buat ngisi waktu luang.",netral,0.934
"Kalau mabar mode ranked, banyak juga player lama, hasilnya sering ga bisa ditebak.",netral,0.8433
"Kalau main lama-lama mode ranked, match-nya kadang cepat kadang lama, tergantung mood pas main.",negatif,0.4288
"Jujur aja sistem di ML, hasil permainan sangat tergantung tim, kadang bikin emosi juga.",netral,0.9293
"Selama pakai aplikasi ini Mobile Legends, gameplay-nya khas MOBA mobile, jadi kadang seru kadang bikin kesel.",netral,0.9345
"Sebagai solo player game ini, kadang ketemu tim enak, bisa bikin betah lama-lama.",netral,0.9331
"Pas nyobain lagi game MOBA ini, ping sangat berpengaruh ke gameplay, kadang pengen lanjut kadang pengen stop.",netral,0.9154
"Setelah update kemarin mode classic, pengalaman main beda tiap match, tidak selalu sesuai ekspektasi.",netral,0.9311
"Dari dulu sampai sekarang MLBB, event datang silih berganti, masih oke buat dimainkan.",netral,0.9339
"Buatku pribadi sistem di ML, match-nya kadang cepat kadang lama, balik lagi ke preferensi masing-masing.",netral,0.9378
"Dari dulu sampai sekarang ML, komunitasnya rame, kadang pengen lanjut kadang pengen stop.",netral,0.9105
"Sebagai player casual aplikasi Mobile Legends, ping sangat berpengaruh ke gameplay, hasilnya sering ga bisa ditebak.",netral,0.9329
